"basho","day","rikishi1_id","rikishi1_rank","rikishi1_shikona","rikishi1_result","rikishi1_win","kimarite","rikishi2_id","rikishi2_rank","rikishi2_shikona","rikishi2_result","rikishi2_win"
"2018.01",2,12113,"J6e","Tsurugisho","1-1 (7-8)",0,"yoritaoshi",2879,"J7e","Sadanoumi","1-1 (9-6)",1
"2018.01",2,6572,"J5w","Gagamaru","0-2 (8-7)",0,"shitatenage",11840,"J6w","Chiyonoo","2-0 (8-7)",1
"2018.01",2,11840,"J6w","Chiyonoo","2-0 (8-7)",1,"shitatenage",6572,"J5w","Gagamaru","0-2 (8-7)",0
"2018.01",2,7239,"J4e","Kyokushuho","0-2 (8-7)",0,"yorikiri",11726,"J5e","Tokushoryu","2-0 (8-7)",1
"2018.01",2,11726,"J5e","Tokushoryu","2-0 (8-7)",1,"yorikiri",7239,"J4e","Kyokushuho","0-2 (8-7)",0
"2018.01",2,11946,"J4w","Meisei","0-2 (8-7)",0,"oshidashi",12026,"J3w","Hidenoumi","2-0 (10-5)",1
"2018.01",2,12026,"J3w","Hidenoumi","2-0 (10-5)",1,"oshidashi",11946,"J4w","Meisei","0-2 (8-7)",0
"2018.01",2,11723,"J2e","Azumaryu","1-1 (7-8)",0,"oshidashi",11784,"J1e","Myogiryu","1-1 (10-5)",1
"2018.01",2,11784,"J1e","Myogiryu","1-1 (10-5)",1,"oshidashi",11723,"J2e","Azumaryu","1-1 (7-8)",0
"2018.01",2,8899,"J1w","Kyokutaisei","2-0 (8-7)",1,"yorikiri",11786,"J2w","Aoiyama","0-2 (9-6)",0
"2018.01",2,11786,"J2w","Aoiyama","0-2 (9-6)",0,"yorikiri",8899,"J1w","Kyokutaisei","2-0 (8-7)",1
"2018.01",2,6594,"M16e","Ryuden","1-1 (10-5)",0,"yorikiri",12273,"M17e","Daiamami","1-1 (8-7)",1
"2018.01",2,12273,"M17e","Daiamami","1-1 (8-7)",1,"yorikiri",6594,"M16e","Ryuden","1-1 (10-5)",0
"2018.01",2,6596,"M15w","Nishikigi","0-2 (8-7)",0,"yorikiri",12291,"M16w","Asanoyama","2-0 (9-6)",1
"2018.01",2,12291,"M16w","Asanoyama","2-0 (9-6)",1,"yorikiri",6596,"M15w","Nishikigi","0-2 (8-7)",0
"2018.01",2,12051,"M15e","Ishiura","2-0 (9-6)",1,"hikiotoshi",12094,"M14e","Abi","0-2 (10-5)",0
"2018.01",2,12094,"M14e","Abi","0-2 (10-5)",0,"hikiotoshi",12051,"M15e","Ishiura","2-0 (9-6)",1
"2018.01",2,11985,"M13w","Daieisho","1-1 (9-6)",0,"oshidashi",12292,"M14w","Yutakayama","1-1 (9-6)",1
"2018.01",2,12292,"M14w","Yutakayama","1-1 (9-6)",1,"oshidashi",11985,"M13w","Daieisho","1-1 (9-6)",0
"2018.01",2,1284,"M13e","Takekaze","0-2 (5-10)",0,"oshidashi",4980,"M12e","Sokokurai","1-1 (6-9)",1
"2018.01",2,4980,"M12e","Sokokurai","1-1 (6-9)",1,"oshidashi",1284,"M13e","Takekaze","0-2 (5-10)",0
"2018.01",2,11845,"M12w","Kagayaki","2-0 (9-6)",1,"oshidashi",12144,"M11w","Daishomaru","1-1 (7-8)",0
"2018.01",2,12144,"M11w","Daishomaru","1-1 (7-8)",0,"oshidashi",11845,"M12w","Kagayaki","2-0 (9-6)",1
"2018.01",2,9079,"M11e","Kotoyuki","2-0 (7-8)",1,"hikiotoshi",11927,"M10e","Terunofuji","0-2 (0-8-7)",0
"2018.01",2,11927,"M10e","Terunofuji","0-2 (0-8-7)",0,"hikiotoshi",9079,"M11e","Kotoyuki","2-0 (7-8)",1
"2018.01",2,89,"M10w","Aminishiki","1-1 (3-9-3)",1,"yorikiri",7240,"M9w","Chiyomaru","1-1 (9-6)",0
"2018.01",2,7240,"M9w","Chiyomaru","1-1 (9-6)",0,"yorikiri",89,"M10w","Aminishiki","1-1 (3-9-3)",1
"2018.01",2,6473,"M8e","Tochiozan","1-1 (6-6-3)",0,"oshidashi",6614,"M9e","Shohozan","1-1 (9-6)",1
"2018.01",2,6614,"M9e","Shohozan","1-1 (9-6)",1,"oshidashi",6473,"M8e","Tochiozan","1-1 (6-6-3)",0
"2018.01",2,6642,"M7w","Chiyonokuni","0-2 (6-9)",0,"yorikiri",6753,"M8w","Kaisei","2-0 (8-7)",1
"2018.01",2,6753,"M8w","Kaisei","2-0 (8-7)",1,"yorikiri",6642,"M7w","Chiyonokuni","0-2 (6-9)",0
"2018.01",2,11728,"M6e","Takarafuji","0-2 (8-7)",0,"sukuinage",11785,"M7e","Chiyoshoma","2-0 (6-9)",1
"2018.01",2,11785,"M7e","Chiyoshoma","2-0 (6-9)",1,"sukuinage",11728,"M6e","Takarafuji","0-2 (8-7)",0
"2018.01",2,6491,"M6w","Ikioi","0-2 (4-11)",0,"tsukiotoshi",12055,"M5w","Endo","2-0 (9-6)",1
"2018.01",2,12055,"M5w","Endo","2-0 (9-6)",1,"tsukiotoshi",6491,"M6w","Ikioi","0-2 (4-11)",0
"2018.01",2,6463,"M5e","Okinoumi","1-1 (5-10)",1,"uwatenage",12130,"M4e","Shodai","0-2 (7-8)",0
"2018.01",2,12130,"M4e","Shodai","0-2 (7-8)",0,"uwatenage",6463,"M5e","Okinoumi","1-1 (5-10)",1
"2018.01",2,2832,"M4w","Arawashi","1-1 (8-7)",0,"yorikiri",6599,"M3w","Tochinoshin","2-0 (14-1)",1
"2018.01",2,6599,"M3w","Tochinoshin","2-0 (14-1)",1,"yorikiri",2832,"M4w","Arawashi","1-1 (8-7)",0
"2018.01",2,11934,"M3e","Chiyotairyu","0-2 (8-7)",0,"yorikiri",12210,"S1e","Mitakeumi","2-0 (8-7)",1
"2018.01",2,12210,"S1e","Mitakeumi","2-0 (8-7)",1,"yorikiri",11934,"M3e","Chiyotairyu","0-2 (8-7)",0
"2018.01",2,5944,"S1w","Tamawashi","2-0 (6-9)",1,"tsukidashi",5967,"M2e","Yoshikaze","0-2 (4-11)",0
"2018.01",2,5967,"M2e","Yoshikaze","0-2 (4-11)",0,"tsukidashi",5944,"S1w","Tamawashi","2-0 (6-9)",1
"2018.01",2,6468,"O1e","Goeido","2-0 (8-7)",1,"uwatenage",12043,"K1w","Onosho","0-2 (4-6-5)",0
"2018.01",2,12043,"K1w","Onosho","0-2 (4-6-5)",0,"uwatenage",6468,"O1e","Goeido","2-0 (8-7)",1
"2018.01",2,1226,"M2w","Kotoshogiku","0-2 (7-8)",0,"uwatenage",6480,"O1w","Takayasu","2-0 (12-3)",1
"2018.01",2,6480,"O1w","Takayasu","2-0 (12-3)",1,"uwatenage",1226,"M2w","Kotoshogiku","0-2 (7-8)",0
"2018.01",2,1123,"Y1e","Hakuho","2-0 (2-3-10)",1,"yorikiri",12107,"M1w","Ichinojo","0-2 (10-5)",0
"2018.01",2,12107,"M1w","Ichinojo","0-2 (10-5)",0,"yorikiri",1123,"Y1e","Hakuho","2-0 (2-3-10)",1
"2018.01",2,1219,"Y2e","Kakuryu","2-0 (11-4)",1,"oshidashi",12191,"K1e","Takakeisho","1-1 (5-10)",0
"2018.01",2,12191,"K1e","Takakeisho","1-1 (5-10)",0,"oshidashi",1219,"Y2e","Kakuryu","2-0 (11-4)",1
"2018.01",2,1235,"Y1w","Kisenosato","1-1 (1-5-9)",1,"yorikiri",12239,"M1e","Hokutofuji","0-2 (4-11)",0
"2018.01",2,12239,"M1e","Hokutofuji","0-2 (4-11)",0,"yorikiri",1235,"Y1w","Kisenosato","1-1 (1-5-9)",1
"2018.01",3,7127,"Ms2e","Asabenkei","0-2 (3-4)",0,"uwatenage",12040,"J13w","Daishoho","3-0 (9-6)",1
"2018.01",3,12040,"J13w","Daishoho","3-0 (9-6)",1,"uwatenage",7127,"Ms2e","Asabenkei","0-2 (3-4)",0
"2018.01",3,11918,"J14e","Akua","0-3 (4-11)",0,"tsukiotoshi",12406,"J13e","Mitoryu","3-0 (8-7)",1
"2018.01",3,12406,"J13e","Mitoryu","3-0 (8-7)",1,"tsukiotoshi",11918,"J14e","Akua","0-3 (4-11)",0
"2018.01",3,6600,"J12w","Tochihiryu","1-2 (4-11)",1,"oshitaoshi",9077,"J14w","Kizenryu","0-3 (3-12)",0
"2018.01",3,9077,"J14w","Kizenryu","0-3 (3-12)",0,"oshitaoshi",6600,"J12w","Tochihiryu","1-2 (4-11)",1
"2018.01",3,7153,"J10w","Kotoeko","1-2 (9-6)",0,"hikiotoshi",11989,"J12e","Yamaguchi","2-1 (2-12-1)",1
"2018.01",3,11989,"J12e","Yamaguchi","2-1 (2-12-1)",1,"hikiotoshi",7153,"J10w","Kotoeko","1-2 (9-6)",0
"2018.01",3,6559,"J10e","Seiro","1-2 (8-7)",1,"hatakikomi",12077,"J11w","Takagenji","2-1 (8-7)",0
"2018.01",3,12077,"J11w","Takagenji","2-1 (8-7)",0,"hatakikomi",6559,"J10e","Seiro","1-2 (8-7)",1
"2018.01",3,7143,"J8e","Amakaze","3-0 (8-7)",1,"oshidashi",11987,"J8w","Osunaarashi","0-3 (1-8-6)",0
"2018.01",3,11987,"J8w","Osunaarashi","0-3 (1-8-6)",0,"oshidashi",7143,"J8e","Amakaze","3-0 (8-7)",1
"2018.01",3,8904,"J7w","Homarefuji","1-2 (7-8)",0,"hikiotoshi",11855,"J9e","Takanosho","2-1 (9-6)",1
"2018.01",3,11855,"J9e","Takanosho","2-1 (9-6)",1,"hikiotoshi",8904,"J7w","Homarefuji","1-2 (7-8)",0
"2018.01",3,2879,"J7e","Sadanoumi","1-2 (9-6)",0,"tsukiotoshi",6572,"J5w","Gagamaru","1-2 (8-7)",1
"2018.01",3,6572,"J5w","Gagamaru","1-2 (8-7)",1,"tsukiotoshi",2879,"J7e","Sadanoumi","1-2 (9-6)",0
"2018.01",3,11726,"J5e","Tokushoryu","2-1 (8-7)",0,"yorikiri",11840,"J6w","Chiyonoo","3-0 (8-7)",1
"2018.01",3,11840,"J6w","Chiyonoo","3-0 (8-7)",1,"yorikiri",11726,"J5e","Tokushoryu","2-1 (8-7)",0
"2018.01",3,7239,"J4e","Kyokushuho","1-2 (8-7)",1,"yoritaoshi",11946,"J4w","Meisei","0-3 (8-7)",0
"2018.01",3,11946,"J4w","Meisei","0-3 (8-7)",0,"yoritaoshi",7239,"J4e","Kyokushuho","1-2 (8-7)",1
"2018.01",3,12026,"J3w","Hidenoumi","2-1 (10-5)",0,"yorikiri",12113,"J6e","Tsurugisho","2-1 (7-8)",1
"2018.01",3,12113,"J6e","Tsurugisho","2-1 (7-8)",1,"yorikiri",12026,"J3w","Hidenoumi","2-1 (10-5)",0
"2018.01",3,8899,"J1w","Kyokutaisei","2-1 (8-7)",0,"hansoku",11723,"J2e","Azumaryu","2-1 (7-8)",1
"2018.01",3,11723,"J2e","Azumaryu","2-1 (7-8)",1,"hansoku",8899,"J1w","Kyokutaisei","2-1 (8-7)",0
"2018.01",3,11784,"J1e","Myogiryu","1-2 (10-5)",0,"yorikiri",11786,"J2w","Aoiyama","1-2 (9-6)",1
"2018.01",3,11786,"J2w","Aoiyama","1-2 (9-6)",1,"yorikiri",11784,"J1e","Myogiryu","1-2 (10-5)",0
"2018.01",3,6594,"M16e","Ryuden","1-2 (10-5)",0,"yorikiri",12291,"M16w","Asanoyama","3-0 (9-6)",1
"2018.01",3,12291,"M16w","Asanoyama","3-0 (9-6)",1,"yorikiri",6594,"M16e","Ryuden","1-2 (10-5)",0
"2018.01",3,12051,"M15e","Ishiura","3-0 (9-6)",1,"shitatenage",12273,"M17e","Daiamami","1-2 (8-7)",0
"2018.01",3,12273,"M17e","Daiamami","1-2 (8-7)",0,"shitatenage",12051,"M15e","Ishiura","3-0 (9-6)",1
"2018.01",3,6596,"M15w","Nishikigi","1-2 (8-7)",1,"oshidashi",12292,"M14w","Yutakayama","1-2 (9-6)",0
"2018.01",3,12292,"M14w","Yutakayama","1-2 (9-6)",0,"oshidashi",6596,"M15w","Nishikigi","1-2 (8-7)",1
"2018.01",3,1284,"M13e","Takekaze","0-3 (5-10)",0,"tsukidashi",12094,"M14e","Abi","1-2 (10-5)",1
"2018.01",3,12094,"M14e","Abi","1-2 (10-5)",1,"tsukidashi",1284,"M13e","Takekaze","0-3 (5-10)",0
"2018.01",3,11845,"M12w","Kagayaki","2-1 (9-6)",0,"oshidashi",11985,"M13w","Daieisho","2-1 (9-6)",1
"2018.01",3,11985,"M13w","Daieisho","2-1 (9-6)",1,"oshidashi",11845,"M12w","Kagayaki","2-1 (9-6)",0
"2018.01",3,89,"M10w","Aminishiki","1-2 (3-9-3)",0,"oshidashi",4980,"M12e","Sokokurai","2-1 (6-9)",1
"2018.01",3,4980,"M12e","Sokokurai","2-1 (6-9)",1,"oshidashi",89,"M10w","Aminishiki","1-2 (3-9-3)",0
"2018.01",3,11927,"M10e","Terunofuji","0-3 (0-8-7)",0,"fusen",12144,"M11w","Daishomaru","2-1 (7-8)",1
"2018.01",3,12144,"M11w","Daishomaru","2-1 (7-8)",1,"fusen",11927,"M10e","Terunofuji","0-3 (0-8-7)",0
"2018.01",3,7240,"M9w","Chiyomaru","2-1 (9-6)",1,"tsukidashi",9079,"M11e","Kotoyuki","2-1 (7-8)",0
"2018.01",3,9079,"M11e","Kotoyuki","2-1 (7-8)",0,"tsukidashi",7240,"M9w","Chiyomaru","2-1 (9-6)",1
"2018.01",3,6473,"M8e","Tochiozan","2-1 (6-6-3)",1,"oshidashi",6753,"M8w","Kaisei","2-1 (8-7)",0
"2018.01",3,6753,"M8w","Kaisei","2-1 (8-7)",0,"oshidashi",6473,"M8e","Tochiozan","2-1 (6-6-3)",1
"2018.01",3,6614,"M9e","Shohozan","2-1 (9-6)",1,"oshidashi",6642,"M7w","Chiyonokuni","0-3 (6-9)",0
"2018.01",3,6642,"M7w","Chiyonokuni","0-3 (6-9)",0,"oshidashi",6614,"M9e","Shohozan","2-1 (9-6)",1
"2018.01",3,6491,"M6w","Ikioi","0-3 (4-11)",0,"yorikiri",11728,"M6e","Takarafuji","1-2 (8-7)",1
"2018.01",3,11728,"M6e","Takarafuji","1-2 (8-7)",1,"yorikiri",6491,"M6w","Ikioi","0-3 (4-11)",0
"2018.01",3,11785,"M7e","Chiyoshoma","3-0 (6-9)",1,"uwatenage",12055,"M5w","Endo","2-1 (9-6)",0
"2018.01",3,12055,"M5w","Endo","2-1 (9-6)",0,"uwatenage",11785,"M7e","Chiyoshoma","3-0 (6-9)",1
"2018.01",3,2832,"M4w","Arawashi","2-1 (8-7)",1,"sukuinage",12130,"M4e","Shodai","0-3 (7-8)",0
"2018.01",3,12130,"M4e","Shodai","0-3 (7-8)",0,"sukuinage",2832,"M4w","Arawashi","2-1 (8-7)",1
"2018.01",3,6463,"M5e","Okinoumi","1-2 (5-10)",0,"yorikiri",6599,"M3w","Tochinoshin","3-0 (14-1)",1
"2018.01",3,6599,"M3w","Tochinoshin","3-0 (14-1)",1,"yorikiri",6463,"M5e","Okinoumi","1-2 (5-10)",0
"2018.01",3,5944,"S1w","Tamawashi","2-1 (6-9)",0,"oshidashi",12191,"K1e","Takakeisho","2-1 (5-10)",1
"2018.01",3,12191,"K1e","Takakeisho","2-1 (5-10)",1,"oshidashi",5944,"S1w","Tamawashi","2-1 (6-9)",0
"2018.01",3,12043,"K1w","Onosho","0-3 (4-6-5)",0,"tsukiotoshi",12210,"S1e","Mitakeumi","3-0 (8-7)",1
"2018.01",3,12210,"S1e","Mitakeumi","3-0 (8-7)",1,"tsukiotoshi",12043,"K1w","Onosho","0-3 (4-6-5)",0
"2018.01",3,6480,"O1w","Takayasu","3-0 (12-3)",1,"tsukiotoshi",11934,"M3e","Chiyotairyu","0-3 (8-7)",0
"2018.01",3,11934,"M3e","Chiyotairyu","0-3 (8-7)",0,"tsukiotoshi",6480,"O1w","Takayasu","3-0 (12-3)",1
"2018.01",3,1226,"M2w","Kotoshogiku","0-3 (7-8)",0,"sukuinage",6468,"O1e","Goeido","3-0 (8-7)",1
"2018.01",3,6468,"O1e","Goeido","3-0 (8-7)",1,"sukuinage",1226,"M2w","Kotoshogiku","0-3 (7-8)",0
