"basho","day","rikishi1_id","rikishi1_rank","rikishi1_shikona","rikishi1_result","rikishi1_win","kimarite","rikishi2_id","rikishi2_rank","rikishi2_shikona","rikishi2_result","rikishi2_win"
"2018.03",3,11785,"M10e","Chiyoshoma","0-3 (9-6)",0,"oshidashi",11845,"M8e","Kagayaki","2-1 (7-8)",1
"2018.03",3,11845,"M8e","Kagayaki","2-1 (7-8)",1,"oshidashi",11785,"M10e","Chiyoshoma","0-3 (9-6)",0
"2018.03",3,12094,"M7e","Abi","2-1 (10-5)",1,"hatakikomi",12239,"M6w","Hokutofuji","0-3 (6-9)",0
"2018.03",3,12239,"M6w","Hokutofuji","0-3 (6-9)",0,"hatakikomi",12094,"M7e","Abi","2-1 (10-5)",1
"2018.03",3,5967,"M7w","Yoshikaze","1-2 (7-8)",0,"yorikiri",6753,"M6e","Kaisei","3-0 (12-3)",1
"2018.03",3,6753,"M6e","Kaisei","3-0 (12-3)",1,"yorikiri",5967,"M7w","Yoshikaze","1-2 (7-8)",0
"2018.03",3,6614,"M4e","Shohozan","3-0 (8-7)",1,"sukuinage",12130,"M4w","Shodai","1-2 (7-8)",0
"2018.03",3,12130,"M4w","Shodai","1-2 (7-8)",0,"sukuinage",6614,"M4e","Shohozan","3-0 (8-7)",1
"2018.03",3,7240,"M5e","Chiyomaru","1-2 (6-9)",1,"yoritaoshi",12191,"M3w","Takakeisho","1-2 (3-8-4)",0
"2018.03",3,12191,"M3w","Takakeisho","1-2 (3-8-4)",0,"yoritaoshi",7240,"M5e","Chiyomaru","1-2 (6-9)",1
"2018.03",3,11728,"M2w","Takarafuji","0-3 (5-10)",0,"yorikiri",12107,"K1e","Ichinojo","3-0 (9-6)",1
"2018.03",3,12107,"K1e","Ichinojo","3-0 (9-6)",1,"yorikiri",11728,"M2w","Takarafuji","0-3 (5-10)",0
"2018.03",3,1226,"M3e","Kotoshogiku","1-2 (6-9)",0,"yorikiri",6599,"S1w","Tochinoshin","2-1 (10-5)",1
"2018.03",3,6599,"S1w","Tochinoshin","2-1 (10-5)",1,"yorikiri",1226,"M3e","Kotoshogiku","1-2 (6-9)",0
"2018.03",3,12055,"M1e","Endo","2-1 (9-6)",1,"hatakikomi",12210,"S1e","Mitakeumi","2-1 (7-8)",0
"2018.03",3,12210,"S1e","Mitakeumi","2-1 (7-8)",0,"hatakikomi",12055,"M1e","Endo","2-1 (9-6)",1
"2018.03",3,6468,"O1w","Goeido","2-1 (9-6)",1,"tsukiotoshi",11934,"K1w","Chiyotairyu","0-3 (4-11)",0
"2018.03",3,11934,"K1w","Chiyotairyu","0-3 (4-11)",0,"tsukiotoshi",6468,"O1w","Goeido","2-1 (9-6)",1
"2018.03",3,2832,"M2e","Arawashi","0-3 (2-13)",0,"oshidashi",6480,"O1e","Takayasu","1-2 (12-3)",1
"2018.03",3,6480,"O1e","Takayasu","1-2 (12-3)",1,"oshidashi",2832,"M2e","Arawashi","0-3 (2-13)",0
"2018.03",3,1219,"Y1e","Kakuryu","3-0 (13-2)",1,"hatakikomi",5944,"M1w","Tamawashi","2-1 (9-6)",0
"2018.03",3,5944,"M1w","Tamawashi","2-1 (9-6)",0,"hatakikomi",1219,"Y1e","Kakuryu","3-0 (13-2)",1
"2018.03",4,11972,"Ms2w","Daiseido","1-2 (1-6)",0,"hikiotoshi",12203,"J13e","Tobizaru","2-2 (7-8)",1
"2018.03",4,12203,"J13e","Tobizaru","2-2 (7-8)",1,"hikiotoshi",11972,"Ms2w","Daiseido","1-2 (1-6)",0
"2018.03",4,11868,"J12e","Terutsuyoshi","3-1 (7-8)",1,"kotenage",12412,"J14w","Enho","1-3 (4-11)",0
"2018.03",4,12412,"J14w","Enho","1-3 (4-11)",0,"kotenage",11868,"J12e","Terutsuyoshi","3-1 (7-8)",1
"2018.03",4,8900,"J13w","Akiseyama","3-1 (11-4)",1,"tsukiotoshi",11724,"J12w","Takanoiwa","2-2 (8-7)",0
"2018.03",4,11724,"J12w","Takanoiwa","2-2 (8-7)",0,"tsukiotoshi",8900,"J13w","Akiseyama","3-1 (11-4)",1
"2018.03",4,12076,"J14e","Takayoshitoshi","1-3 (3-6-6)",1,"yorikiri",12425,"J11e","Yago","0-4 (7-8)",0
"2018.03",4,12425,"J11e","Yago","0-4 (7-8)",0,"yorikiri",12076,"J14e","Takayoshitoshi","1-3 (3-6-6)",1
"2018.03",4,12024,"J11w","Shimanoumi","1-3 (9-6)",0,"shitatenage",12406,"J10w","Mitoryu","4-0 (8-4-3)",1
"2018.03",4,12406,"J10w","Mitoryu","4-0 (8-4-3)",1,"shitatenage",12024,"J11w","Shimanoumi","1-3 (9-6)",0
"2018.03",4,6559,"J9e","Seiro","2-2 (8-7)",1,"uwatenage",12077,"J10e","Takagenji","2-2 (8-7)",0
"2018.03",4,12077,"J10e","Takagenji","2-2 (8-7)",0,"uwatenage",6559,"J9e","Seiro","2-2 (8-7)",1
"2018.03",4,8904,"J8w","Homarefuji","1-3 (7-8)",0,"oshidashi",12040,"J9w","Daishoho","2-2 (9-6)",1
"2018.03",4,12040,"J9w","Daishoho","2-2 (9-6)",1,"oshidashi",8904,"J8w","Homarefuji","1-3 (7-8)",0
"2018.03",4,7153,"J8e","Kotoeko","3-1 (10-5)",0,"oshidashi",11855,"J6w","Takanosho","3-1 (8-7)",1
"2018.03",4,11855,"J6w","Takanosho","3-1 (8-7)",1,"oshidashi",7153,"J8e","Kotoeko","3-1 (10-5)",0
"2018.03",4,6572,"J5e","Gagamaru","3-1 (8-7)",1,"yorikiri",12113,"J7w","Tsurugisho","1-3 (4-11)",0
"2018.03",4,12113,"J7w","Tsurugisho","1-3 (4-11)",0,"yorikiri",6572,"J5e","Gagamaru","3-1 (8-7)",1
"2018.03",4,11840,"J6e","Chiyonoo","2-2 (6-9)",0,"uwatenage",11927,"J5w","Terunofuji","3-1 (6-9)",1
"2018.03",4,11927,"J5w","Terunofuji","3-1 (6-9)",1,"uwatenage",11840,"J6e","Chiyonoo","2-2 (6-9)",0
"2018.03",4,7143,"J7e","Amakaze","0-4 (3-12)",0,"yorikiri",11726,"J4w","Tokushoryu","2-2 (5-10)",1
"2018.03",4,11726,"J4w","Tokushoryu","2-2 (5-10)",1,"yorikiri",7143,"J7e","Amakaze","0-4 (3-12)",0
"2018.03",4,89,"J2e","Aminishiki","0-4 (8-7)",0,"oshidashi",2879,"J4e","Sadanoumi","4-0 (11-4)",1
"2018.03",4,2879,"J4e","Sadanoumi","4-0 (11-4)",1,"oshidashi",89,"J2e","Aminishiki","0-4 (8-7)",0
"2018.03",4,8899,"J1e","Kyokutaisei","2-2 (8-7)",1,"oshidashi",11723,"J3w","Azumaryu","2-2 (6-9)",0
"2018.03",4,11723,"J3w","Azumaryu","2-2 (6-9)",0,"oshidashi",8899,"J1e","Kyokutaisei","2-2 (8-7)",1
"2018.03",4,1284,"J1w","Takekaze","3-1 (9-6)",1,"hikiotoshi",11946,"J3e","Meisei","1-3 (7-8)",0
"2018.03",4,11946,"J3e","Meisei","1-3 (7-8)",0,"hikiotoshi",1284,"J1w","Takekaze","3-1 (9-6)",1
"2018.03",4,11786,"M17e","Aoiyama","4-0 (8-7)",1,"hikiotoshi",12026,"M16w","Hidenoumi","1-3 (3-12)",0
"2018.03",4,12026,"M16w","Hidenoumi","1-3 (3-12)",0,"hikiotoshi",11786,"M17e","Aoiyama","4-0 (8-7)",1
"2018.03",4,4980,"M15e","Sokokurai","0-4 (5-7-3)",0,"yorikiri",12273,"M16e","Daiamami","3-1 (10-5)",1
"2018.03",4,12273,"M16e","Daiamami","3-1 (10-5)",1,"yorikiri",4980,"M15e","Sokokurai","0-4 (5-7-3)",0
"2018.03",4,7239,"J2w","Kyokushuho","1-3 (7-8)",1,"kotenage",11784,"M15w","Myogiryu","1-3 (6-9)",0
"2018.03",4,11784,"M15w","Myogiryu","1-3 (6-9)",0,"kotenage",7239,"J2w","Kyokushuho","1-3 (7-8)",1
"2018.03",4,6596,"M14w","Nishikigi","2-2 (5-10)",0,"oshidashi",12144,"M13e","Daishomaru","3-1 (9-6)",1
"2018.03",4,12144,"M13e","Daishomaru","3-1 (9-6)",1,"oshidashi",6596,"M14w","Nishikigi","2-2 (5-10)",0
"2018.03",4,6491,"M14e","Ikioi","4-0 (11-4)",1,"yoritaoshi",12291,"M13w","Asanoyama","2-2 (8-7)",0
"2018.03",4,12291,"M13w","Asanoyama","2-2 (8-7)",0,"yoritaoshi",6491,"M14e","Ikioi","4-0 (11-4)",1
"2018.03",4,6473,"M11e","Tochiozan","2-2 (5-10)",1,"fusen",9079,"M12w","Kotoyuki","0-4 (1-13-1)",0
"2018.03",4,9079,"M12w","Kotoyuki","0-4 (1-13-1)",0,"fusen",6473,"M11e","Tochiozan","2-2 (5-10)",1
"2018.03",4,12051,"M12e","Ishiura","2-2 (7-8)",0,"oshidashi",12292,"M11w","Yutakayama","3-1 (10-5)",1
"2018.03",4,12292,"M11w","Yutakayama","3-1 (10-5)",1,"oshidashi",12051,"M12e","Ishiura","2-2 (7-8)",0
"2018.03",4,6463,"M9e","Okinoumi","2-2 (7-8)",1,"yorikiri",6642,"M10w","Chiyonokuni","3-1 (7-8)",0
"2018.03",4,6642,"M10w","Chiyonokuni","3-1 (7-8)",0,"yorikiri",6463,"M9e","Okinoumi","2-2 (7-8)",1
"2018.03",4,6594,"M9w","Ryuden","1-3 (8-7)",0,"hatakikomi",11785,"M10e","Chiyoshoma","1-3 (9-6)",1
"2018.03",4,11785,"M10e","Chiyoshoma","1-3 (9-6)",1,"hatakikomi",6594,"M9w","Ryuden","1-3 (8-7)",0
"2018.03",4,11985,"M8w","Daieisho","2-2 (9-6)",0,"tsukiotoshi",12094,"M7e","Abi","3-1 (10-5)",1
"2018.03",4,12094,"M7e","Abi","3-1 (10-5)",1,"tsukiotoshi",11985,"M8w","Daieisho","2-2 (9-6)",0
"2018.03",4,5967,"M7w","Yoshikaze","2-2 (7-8)",1,"yorikiri",11845,"M8e","Kagayaki","2-2 (7-8)",0
"2018.03",4,11845,"M8e","Kagayaki","2-2 (7-8)",0,"yorikiri",5967,"M7w","Yoshikaze","2-2 (7-8)",1
"2018.03",4,7240,"M5e","Chiyomaru","1-3 (6-9)",0,"oshidashi",12239,"M6w","Hokutofuji","1-3 (6-9)",1
"2018.03",4,12239,"M6w","Hokutofuji","1-3 (6-9)",1,"oshidashi",7240,"M5e","Chiyomaru","1-3 (6-9)",0
"2018.03",4,6753,"M6e","Kaisei","4-0 (12-3)",1,"okuridashi",12130,"M4w","Shodai","1-3 (7-8)",0
"2018.03",4,12130,"M4w","Shodai","1-3 (7-8)",0,"okuridashi",6753,"M6e","Kaisei","4-0 (12-3)",1
"2018.03",4,1226,"M3e","Kotoshogiku","1-3 (6-9)",0,"uwatedashinage",6614,"M4e","Shohozan","4-0 (8-7)",1
"2018.03",4,6614,"M4e","Shohozan","4-0 (8-7)",1,"uwatedashinage",1226,"M3e","Kotoshogiku","1-3 (6-9)",0
"2018.03",4,11728,"M2w","Takarafuji","0-4 (5-10)",0,"hikiotoshi",11934,"K1w","Chiyotairyu","1-3 (4-11)",1
"2018.03",4,11934,"K1w","Chiyotairyu","1-3 (4-11)",1,"hikiotoshi",11728,"M2w","Takarafuji","0-4 (5-10)",0
"2018.03",4,12107,"K1e","Ichinojo","3-1 (9-6)",0,"oshidashi",12210,"S1e","Mitakeumi","3-1 (7-8)",1
"2018.03",4,12210,"S1e","Mitakeumi","3-1 (7-8)",1,"oshidashi",12107,"K1e","Ichinojo","3-1 (9-6)",0
"2018.03",4,6599,"S1w","Tochinoshin","2-2 (10-5)",0,"hatakikomi",12191,"M3w","Takakeisho","2-2 (3-8-4)",1
"2018.03",4,12191,"M3w","Takakeisho","2-2 (3-8-4)",1,"hatakikomi",6599,"S1w","Tochinoshin","2-2 (10-5)",0
"2018.03",4,5944,"M1w","Tamawashi","2-2 (9-6)",0,"hatakikomi",6480,"O1e","Takayasu","2-2 (12-3)",1
"2018.03",4,6480,"O1e","Takayasu","2-2 (12-3)",1,"hatakikomi",5944,"M1w","Tamawashi","2-2 (9-6)",0
"2018.03",4,6468,"O1w","Goeido","2-2 (9-6)",0,"tsukiotoshi",12055,"M1e","Endo","3-1 (9-6)",1
"2018.03",4,12055,"M1e","Endo","3-1 (9-6)",1,"tsukiotoshi",6468,"O1w","Goeido","2-2 (9-6)",0
"2018.03",4,1219,"Y1e","Kakuryu","4-0 (13-2)",1,"oshidashi",2832,"M2e","Arawashi","0-4 (2-13)",0
"2018.03",4,2832,"M2e","Arawashi","0-4 (2-13)",0,"oshidashi",1219,"Y1e","Kakuryu","4-0 (13-2)",1
"2018.03",5,12076,"J14e","Takayoshitoshi","2-3 (3-6-6)",1,"hatakikomi",12203,"J13e","Tobizaru","2-3 (7-8)",0
"2018.03",5,12203,"J13e","Tobizaru","2-3 (7-8)",0,"hatakikomi",12076,"J14e","Takayoshitoshi","2-3 (3-6-6)",1
"2018.03",5,11724,"J12w","Takanoiwa","3-2 (8-7)",1,"yorikiri",12412,"J14w","Enho","1-4 (4-11)",0
"2018.03",5,12412,"J14w","Enho","1-4 (4-11)",0,"yorikiri",11724,"J12w","Takanoiwa","3-2 (8-7)",1
"2018.03",5,8900,"J13w","Akiseyama","4-1 (11-4)",1,"kotenage",11868,"J12e","Terutsuyoshi","3-2 (7-8)",0
"2018.03",5,11868,"J12e","Terutsuyoshi","3-2 (7-8)",0,"kotenage",8900,"J13w","Akiseyama","4-1 (11-4)",1
"2018.03",5,12024,"J11w","Shimanoumi","1-4 (9-6)",0,"oshidashi",12425,"J11e","Yago","1-4 (7-8)",1
"2018.03",5,12425,"J11e","Yago","1-4 (7-8)",1,"oshidashi",12024,"J11w","Shimanoumi","1-4 (9-6)",0
"2018.03",5,6559,"J9e","Seiro","3-2 (8-7)",1,"yorikiri",12406,"J10w","Mitoryu","4-1 (8-4-3)",0
"2018.03",5,12406,"J10w","Mitoryu","4-1 (8-4-3)",0,"yorikiri",6559,"J9e","Seiro","3-2 (8-7)",1
"2018.03",5,8904,"J8w","Homarefuji","2-3 (7-8)",1,"uwatenage",12077,"J10e","Takagenji","2-3 (8-7)",0
"2018.03",5,12077,"J10e","Takagenji","2-3 (8-7)",0,"uwatenage",8904,"J8w","Homarefuji","2-3 (7-8)",1
"2018.03",5,7153,"J8e","Kotoeko","3-2 (10-5)",0,"tsukiotoshi",12040,"J9w","Daishoho","3-2 (9-6)",1
"2018.03",5,12040,"J9w","Daishoho","3-2 (9-6)",1,"tsukiotoshi",7153,"J8e","Kotoeko","3-2 (10-5)",0
"2018.03",5,11840,"J6e","Chiyonoo","3-2 (6-9)",1,"yorikiri",12113,"J7w","Tsurugisho","1-4 (4-11)",0
"2018.03",5,12113,"J7w","Tsurugisho","1-4 (4-11)",0,"yorikiri",11840,"J6e","Chiyonoo","3-2 (6-9)",1
"2018.03",5,11855,"J6w","Takanosho","4-1 (8-7)",1,"oshidashi",11927,"J5w","Terunofuji","3-2 (6-9)",0
"2018.03",5,11927,"J5w","Terunofuji","3-2 (6-9)",0,"oshidashi",11855,"J6w","Takanosho","4-1 (8-7)",1
"2018.03",5,6572,"J5e","Gagamaru","4-1 (8-7)",1,"yorikiri",7143,"J7e","Amakaze","0-5 (3-12)",0
"2018.03",5,7143,"J7e","Amakaze","0-5 (3-12)",0,"yorikiri",6572,"J5e","Gagamaru","4-1 (8-7)",1
"2018.03",5,2879,"J4e","Sadanoumi","5-0 (11-4)",1,"okuridashi",11726,"J4w","Tokushoryu","2-3 (5-10)",0
"2018.03",5,11726,"J4w","Tokushoryu","2-3 (5-10)",0,"okuridashi",2879,"J4e","Sadanoumi","5-0 (11-4)",1
"2018.03",5,89,"J2e","Aminishiki","1-4 (8-7)",1,"oshidashi",11723,"J3w","Azumaryu","2-3 (6-9)",0
"2018.03",5,11723,"J3w","Azumaryu","2-3 (6-9)",0,"oshidashi",89,"J2e","Aminishiki","1-4 (8-7)",1
"2018.03",5,1284,"J1w","Takekaze","4-1 (9-6)",1,"hikiotoshi",7239,"J2w","Kyokushuho","1-4 (7-8)",0
"2018.03",5,7239,"J2w","Kyokushuho","1-4 (7-8)",0,"hikiotoshi",1284,"J1w","Takekaze","4-1 (9-6)",1
"2018.03",5,8899,"J1e","Kyokutaisei","2-3 (8-7)",0,"oshidashi",11946,"J3e","Meisei","2-3 (7-8)",1
"2018.03",5,11946,"J3e","Meisei","2-3 (7-8)",1,"oshidashi",8899,"J1e","Kyokutaisei","2-3 (8-7)",0
"2018.03",5,11784,"M15w","Myogiryu","2-3 (6-9)",1,"oshidashi",11786,"M17e","Aoiyama","4-1 (8-7)",0
"2018.03",5,11786,"M17e","Aoiyama","4-1 (8-7)",0,"oshidashi",11784,"M15w","Myogiryu","2-3 (6-9)",1
"2018.03",5,4980,"M15e","Sokokurai","1-4 (5-7-3)",1,"yorikiri",12026,"M16w","Hidenoumi","1-4 (3-12)",0
"2018.03",5,12026,"M16w","Hidenoumi","1-4 (3-12)",0,"yorikiri",4980,"M15e","Sokokurai","1-4 (5-7-3)",1
"2018.03",5,6491,"M14e","Ikioi","4-1 (11-4)",0,"hatakikomi",12273,"M16e","Daiamami","4-1 (10-5)",1
"2018.03",5,12273,"M16e","Daiamami","4-1 (10-5)",1,"hatakikomi",6491,"M14e","Ikioi","4-1 (11-4)",0
"2018.03",5,6596,"M14w","Nishikigi","2-3 (5-10)",0,"sukuinage",12291,"M13w","Asanoyama","3-2 (8-7)",1
"2018.03",5,12291,"M13w","Asanoyama","3-2 (8-7)",1,"sukuinage",6596,"M14w","Nishikigi","2-3 (5-10)",0
"2018.03",5,12144,"M13e","Daishomaru","4-1 (9-6)",1,"tsukiotoshi",12292,"M11w","Yutakayama","3-2 (10-5)",0
"2018.03",5,12292,"M11w","Yutakayama","3-2 (10-5)",0,"tsukiotoshi",12144,"M13e","Daishomaru","4-1 (9-6)",1
"2018.03",5,6642,"M10w","Chiyonokuni","4-1 (7-8)",1,"okuridashi",12051,"M12e","Ishiura","2-3 (7-8)",0
"2018.03",5,12051,"M12e","Ishiura","2-3 (7-8)",0,"okuridashi",6642,"M10w","Chiyonokuni","4-1 (7-8)",1
"2018.03",5,6473,"M11e","Tochiozan","3-2 (5-10)",1,"harimanage",6594,"M9w","Ryuden","1-4 (8-7)",0
"2018.03",5,6594,"M9w","Ryuden","1-4 (8-7)",0,"harimanage",6473,"M11e","Tochiozan","3-2 (5-10)",1
"2018.03",5,6463,"M9e","Okinoumi","3-2 (7-8)",1,"uwatenage",11785,"M10e","Chiyoshoma","1-4 (9-6)",0
"2018.03",5,11785,"M10e","Chiyoshoma","1-4 (9-6)",0,"uwatenage",6463,"M9e","Okinoumi","3-2 (7-8)",1
"2018.03",5,5967,"M7w","Yoshikaze","2-3 (7-8)",0,"tsukiotoshi",11985,"M8w","Daieisho","3-2 (9-6)",1
"2018.03",5,11985,"M8w","Daieisho","3-2 (9-6)",1,"tsukiotoshi",5967,"M7w","Yoshikaze","2-3 (7-8)",0
"2018.03",5,11845,"M8e","Kagayaki","3-2 (7-8)",1,"tsukiotoshi",12094,"M7e","Abi","3-2 (10-5)",0
"2018.03",5,12094,"M7e","Abi","3-2 (10-5)",0,"tsukiotoshi",11845,"M8e","Kagayaki","3-2 (7-8)",1
"2018.03",5,6753,"M6e","Kaisei","5-0 (12-3)",1,"yorikiri",7240,"M5e","Chiyomaru","1-4 (6-9)",0
"2018.03",5,7240,"M5e","Chiyomaru","1-4 (6-9)",0,"yorikiri",6753,"M6e","Kaisei","5-0 (12-3)",1
"2018.03",5,12130,"M4w","Shodai","2-3 (7-8)",1,"tsukiotoshi",12239,"M6w","Hokutofuji","1-4 (6-9)",0
"2018.03",5,12239,"M6w","Hokutofuji","1-4 (6-9)",0,"tsukiotoshi",12130,"M4w","Shodai","2-3 (7-8)",1
"2018.03",5,2832,"M2e","Arawashi","0-5 (2-13)",0,"yorikiri",6614,"M4e","Shohozan","5-0 (8-7)",1
"2018.03",5,6614,"M4e","Shohozan","5-0 (8-7)",1,"yorikiri",2832,"M2e","Arawashi","0-5 (2-13)",0
"2018.03",5,12055,"M1e","Endo","3-2 (9-6)",0,"yorikiri",12107,"K1e","Ichinojo","4-1 (9-6)",1
"2018.03",5,12107,"K1e","Ichinojo","4-1 (9-6)",1,"yorikiri",12055,"M1e","Endo","3-2 (9-6)",0
"2018.03",5,6599,"S1w","Tochinoshin","3-2 (10-5)",1,"okuridashi",11934,"K1w","Chiyotairyu","1-4 (4-11)",0
"2018.03",5,11934,"K1w","Chiyotairyu","1-4 (4-11)",0,"okuridashi",6599,"S1w","Tochinoshin","3-2 (10-5)",1
"2018.03",5,5944,"M1w","Tamawashi","2-3 (9-6)",0,"oshidashi",12210,"S1e","Mitakeumi","4-1 (7-8)",1
"2018.03",5,12210,"S1e","Mitakeumi","4-1 (7-8)",1,"oshidashi",5944,"M1w","Tamawashi","2-3 (9-6)",0
"2018.03",5,6468,"O1w","Goeido","3-2 (9-6)",1,"oshidashi",12191,"M3w","Takakeisho","2-3 (3-8-4)",0
"2018.03",5,12191,"M3w","Takakeisho","2-3 (3-8-4)",0,"oshidashi",6468,"O1w","Goeido","3-2 (9-6)",1
"2018.03",5,1226,"M3e","Kotoshogiku","1-4 (6-9)",0,"sukuinage",6480,"O1e","Takayasu","3-2 (12-3)",1
"2018.03",5,6480,"O1e","Takayasu","3-2 (12-3)",1,"sukuinage",1226,"M3e","Kotoshogiku","1-4 (6-9)",0
"2018.03",5,1219,"Y1e","Kakuryu","5-0 (13-2)",1,"oshidashi",11728,"M2w","Takarafuji","0-5 (5-10)",0
"2018.03",5,11728,"M2w","Takarafuji","0-5 (5-10)",0,"oshidashi",1219,"Y1e","Kakuryu","5-0 (13-2)",1
"2018.03",6,11868,"J12e","Terutsuyoshi","3-3 (7-8)",0,"okuritaoshi",12076,"J14e","Takayoshitoshi","3-3 (3-6-6)",1
"2018.03",6,12076,"J14e","Takayoshitoshi","3-3 (3-6-6)",1,"okuritaoshi",11868,"J12e","Terutsuyoshi","3-3 (7-8)",0
"2018.03",6,6600,"Ms3e","Tochihiryu","3-1 (4-3)",1,"tsukiotoshi",11724,"J12w","Takanoiwa","3-3 (8-7)",0
"2018.03",6,11724,"J12w","Takanoiwa","3-3 (8-7)",0,"tsukiotoshi",6600,"Ms3e","Tochihiryu","3-1 (4-3)",1
"2018.03",6,12203,"J13e","Tobizaru","2-4 (7-8)",0,"oshidashi",12425,"J11e","Yago","2-4 (7-8)",1
"2018.03",6,12425,"J11e","Yago","2-4 (7-8)",1,"oshidashi",12203,"J13e","Tobizaru","2-4 (7-8)",0
"2018.03",6,8900,"J13w","Akiseyama","5-1 (11-4)",1,"tsukiotoshi",12077,"J10e","Takagenji","2-4 (8-7)",0
"2018.03",6,12077,"J10e","Takagenji","2-4 (8-7)",0,"tsukiotoshi",8900,"J13w","Akiseyama","5-1 (11-4)",1
"2018.03",6,12406,"J10w","Mitoryu","5-1 (8-4-3)",1,"kotenage",12412,"J14w","Enho","1-5 (4-11)",0
"2018.03",6,12412,"J14w","Enho","1-5 (4-11)",0,"kotenage",12406,"J10w","Mitoryu","5-1 (8-4-3)",1
"2018.03",6,12024,"J11w","Shimanoumi","1-5 (9-6)",0,"hatakikomi",12040,"J9w","Daishoho","4-2 (9-6)",1
"2018.03",6,12040,"J9w","Daishoho","4-2 (9-6)",1,"hatakikomi",12024,"J11w","Shimanoumi","1-5 (9-6)",0
"2018.03",6,6559,"J9e","Seiro","3-3 (8-7)",0,"yorikiri",7143,"J7e","Amakaze","1-5 (3-12)",1
"2018.03",6,7143,"J7e","Amakaze","1-5 (3-12)",1,"yorikiri",6559,"J9e","Seiro","3-3 (8-7)",0
"2018.03",6,11840,"J6e","Chiyonoo","3-3 (6-9)",0,"oshidashi",11855,"J6w","Takanosho","5-1 (8-7)",1
"2018.03",6,11855,"J6w","Takanosho","5-1 (8-7)",1,"oshidashi",11840,"J6e","Chiyonoo","3-3 (6-9)",0
"2018.03",6,6572,"J5e","Gagamaru","4-2 (8-7)",0,"hikiotoshi",8904,"J8w","Homarefuji","3-3 (7-8)",1
"2018.03",6,8904,"J8w","Homarefuji","3-3 (7-8)",1,"hikiotoshi",6572,"J5e","Gagamaru","4-2 (8-7)",0
"2018.03",6,7153,"J8e","Kotoeko","4-2 (10-5)",1,"yorikiri",11927,"J5w","Terunofuji","3-3 (6-9)",0
"2018.03",6,11927,"J5w","Terunofuji","3-3 (6-9)",0,"yorikiri",7153,"J8e","Kotoeko","4-2 (10-5)",1
"2018.03",6,11726,"J4w","Tokushoryu","2-4 (5-10)",0,"hatakikomi",12113,"J7w","Tsurugisho","2-4 (4-11)",1
"2018.03",6,12113,"J7w","Tsurugisho","2-4 (4-11)",1,"hatakikomi",11726,"J4w","Tokushoryu","2-4 (5-10)",0
"2018.03",6,89,"J2e","Aminishiki","1-5 (8-7)",0,"uwatenage",7239,"J2w","Kyokushuho","2-4 (7-8)",1
"2018.03",6,7239,"J2w","Kyokushuho","2-4 (7-8)",1,"uwatenage",89,"J2e","Aminishiki","1-5 (8-7)",0
"2018.03",6,2879,"J4e","Sadanoumi","5-1 (11-4)",0,"tottari",8899,"J1e","Kyokutaisei","3-3 (8-7)",1
"2018.03",6,8899,"J1e","Kyokutaisei","3-3 (8-7)",1,"tottari",2879,"J4e","Sadanoumi","5-1 (11-4)",0
"2018.03",6,1284,"J1w","Takekaze","5-1 (9-6)",1,"hatakikomi",11723,"J3w","Azumaryu","2-4 (6-9)",0
"2018.03",6,11723,"J3w","Azumaryu","2-4 (6-9)",0,"hatakikomi",1284,"J1w","Takekaze","5-1 (9-6)",1
"2018.03",6,4980,"M15e","Sokokurai","2-4 (5-7-3)",1,"yoritaoshi",11946,"J3e","Meisei","2-4 (7-8)",0
"2018.03",6,11946,"J3e","Meisei","2-4 (7-8)",0,"yoritaoshi",4980,"M15e","Sokokurai","2-4 (5-7-3)",1
"2018.03",6,11784,"M15w","Myogiryu","2-4 (6-9)",0,"yorikiri",12273,"M16e","Daiamami","5-1 (10-5)",1
"2018.03",6,12273,"M16e","Daiamami","5-1 (10-5)",1,"yorikiri",11784,"M15w","Myogiryu","2-4 (6-9)",0
"2018.03",6,6596,"M14w","Nishikigi","2-4 (5-10)",0,"yorikiri",12026,"M16w","Hidenoumi","2-4 (3-12)",1
"2018.03",6,12026,"M16w","Hidenoumi","2-4 (3-12)",1,"yorikiri",6596,"M14w","Nishikigi","2-4 (5-10)",0
"2018.03",6,6491,"M14e","Ikioi","4-2 (11-4)",0,"oshidashi",12144,"M13e","Daishomaru","5-1 (9-6)",1
"2018.03",6,12144,"M13e","Daishomaru","5-1 (9-6)",1,"oshidashi",6491,"M14e","Ikioi","4-2 (11-4)",0
"2018.03",6,11786,"M17e","Aoiyama","5-1 (8-7)",1,"oshidashi",12291,"M13w","Asanoyama","3-3 (8-7)",0
"2018.03",6,12291,"M13w","Asanoyama","3-3 (8-7)",0,"oshidashi",11786,"M17e","Aoiyama","5-1 (8-7)",1
"2018.03",6,11785,"M10e","Chiyoshoma","1-5 (9-6)",0,"yorikiri",12051,"M12e","Ishiura","3-3 (7-8)",1
"2018.03",6,12051,"M12e","Ishiura","3-3 (7-8)",1,"yorikiri",11785,"M10e","Chiyoshoma","1-5 (9-6)",0
"2018.03",6,6642,"M10w","Chiyonokuni","5-1 (7-8)",1,"oshidashi",9079,"M12w","Kotoyuki","0-5-1 (1-13-1)",0
"2018.03",6,9079,"M12w","Kotoyuki","0-5-1 (1-13-1)",0,"oshidashi",6642,"M10w","Chiyonokuni","5-1 (7-8)",1
"2018.03",6,6463,"M9e","Okinoumi","4-2 (7-8)",1,"oshidashi",6473,"M11e","Tochiozan","3-3 (5-10)",0
