"basho","day","rikishi1_id","rikishi1_rank","rikishi1_shikona","rikishi1_result","rikishi1_win","kimarite","rikishi2_id","rikishi2_rank","rikishi2_shikona","rikishi2_result","rikishi2_win"
"2019.01",1,6572,"J14e","Gagamaru","1-0 (8-7)",1,"oshitaoshi",12231,"Ms1w","Kiribayama","0-1 (4-3)",0
"2019.01",1,12231,"Ms1w","Kiribayama","0-1 (4-3)",0,"oshitaoshi",6572,"J14e","Gagamaru","1-0 (8-7)",1
"2019.01",1,11971,"J13w","Jokoryu","0-1 (5-9-1)",0,"yorikiri",12255,"J14w","Chiyonoumi","1-0 (8-5-2)",1
"2019.01",1,12255,"J14w","Chiyonoumi","1-0 (8-5-2)",1,"yorikiri",11971,"J13w","Jokoryu","0-1 (5-9-1)",0
"2019.01",1,4980,"J12w","Sokokurai","0-1 (8-7)",0,"yorikiri",7239,"J13e","Kyokushuho","1-0 (9-6)",1
"2019.01",1,7239,"J13e","Kyokushuho","1-0 (9-6)",1,"yorikiri",4980,"J12w","Sokokurai","0-1 (8-7)",0
"2019.01",1,1284,"J12e","Takekaze","0-1 (1-9)",0,"hatakikomi",12113,"J11w","Tsurugisho","1-0 (8-7)",1
"2019.01",1,12113,"J11w","Tsurugisho","1-0 (8-7)",1,"hatakikomi",1284,"J12e","Takekaze","0-1 (1-9)",0
"2019.01",1,12024,"J11e","Shimanoumi","1-0 (13-2)",1,"okuridashi",12203,"J10w","Tobizaru","0-1 (7-8)",0
"2019.01",1,12203,"J10w","Tobizaru","0-1 (7-8)",0,"okuridashi",12024,"J11e","Shimanoumi","1-0 (13-2)",1
"2019.01",1,2832,"J10e","Arawashi","0-1 (6-9)",0,"yorikiri",12406,"J9w","Mitoryu","1-0 (6-9)",1
"2019.01",1,12406,"J9w","Mitoryu","1-0 (6-9)",1,"yorikiri",2832,"J10e","Arawashi","0-1 (6-9)",0
"2019.01",1,8899,"J9e","Kyokutaisei","1-0 (7-8)",1,"oshidashi",12026,"J8w","Hidenoumi","0-1 (6-9)",0
"2019.01",1,12026,"J8w","Hidenoumi","0-1 (6-9)",0,"oshidashi",8899,"J9e","Kyokutaisei","1-0 (7-8)",1
"2019.01",1,8900,"J7w","Akiseyama","0-1 (6-9)",0,"shitatedashinage",12412,"J8e","Enho","1-0 (9-6)",1
"2019.01",1,12412,"J8e","Enho","1-0 (9-6)",1,"shitatedashinage",8900,"J7w","Akiseyama","0-1 (6-9)",0
"2019.01",1,7240,"J6w","Chiyomaru","1-0 (10-5)",1,"tsukiotoshi",11723,"J7e","Azumaryu","0-1 (7-8)",0
"2019.01",1,11723,"J7e","Azumaryu","0-1 (7-8)",0,"tsukiotoshi",7240,"J6w","Chiyomaru","1-0 (10-5)",1
"2019.01",1,1227,"J5w","Toyonoshima","0-1 (10-5)",0,"oshidashi",11943,"J6e","Hakuyozan","1-0 (8-7)",1
"2019.01",1,11943,"J6e","Hakuyozan","1-0 (8-7)",1,"oshidashi",1227,"J5w","Toyonoshima","0-1 (10-5)",0
"2019.01",1,11726,"J4w","Tokushoryu","1-0 (7-8)",1,"uwatenage",12370,"J5e","Wakatakakage","0-1 (7-8)",0
"2019.01",1,12370,"J5e","Wakatakakage","0-1 (7-8)",0,"uwatenage",11726,"J4w","Tokushoryu","1-0 (7-8)",1
"2019.01",1,12051,"J3w","Ishiura","0-1 (9-6)",0,"oshidashi",12427,"J4e","Tomokaze","1-0 (10-5)",1
"2019.01",1,12427,"J4e","Tomokaze","1-0 (10-5)",1,"oshidashi",12051,"J3w","Ishiura","0-1 (9-6)",0
"2019.01",1,89,"J3e","Aminishiki","0-1 (3-12)",0,"oshidashi",11855,"J2w","Takanosho","1-0 (2-4-9)",1
"2019.01",1,11855,"J2w","Takanosho","1-0 (2-4-9)",1,"oshidashi",89,"J3e","Aminishiki","0-1 (3-12)",0
"2019.01",1,12040,"J1w","Daishoho","0-1 (8-7)",0,"okuridashi",12077,"J2e","Takagenji","1-0 (6-9)",1
"2019.01",1,12077,"J2e","Takagenji","1-0 (6-9)",1,"okuridashi",12040,"J1w","Daishoho","0-1 (8-7)",0
"2019.01",1,11868,"J1e","Terutsuyoshi","1-0 (8-7)",1,"yorikiri",12144,"M16w","Daishomaru","0-1 (3-12)",0
"2019.01",1,12144,"M16w","Daishomaru","0-1 (3-12)",0,"yorikiri",11868,"J1e","Terutsuyoshi","1-0 (8-7)",1
"2019.01",1,6642,"M15e","Chiyonokuni","1-0 (8-3-4)",1,"oshidashi",12273,"M16e","Daiamami","0-1 (4-11)",0
"2019.01",1,12273,"M16e","Daiamami","0-1 (4-11)",0,"oshidashi",6642,"M15e","Chiyonokuni","1-0 (8-3-4)",1
"2019.01",1,7153,"M15w","Kotoeko","1-0 (7-8)",1,"yorikiri",11785,"M14w","Chiyoshoma","0-1 (6-9)",0
"2019.01",1,11785,"M14w","Chiyoshoma","0-1 (6-9)",0,"yorikiri",7153,"M15w","Kotoeko","1-0 (7-8)",1
"2019.01",1,9079,"M13w","Kotoyuki","0-1 (4-7-4)",0,"oshidashi",12292,"M14e","Yutakayama","1-0 (6-9)",1
"2019.01",1,12292,"M14e","Yutakayama","1-0 (6-9)",1,"oshidashi",9079,"M13w","Kotoyuki","0-1 (4-7-4)",0
"2019.01",1,11946,"M12w","Meisei","0-1 (8-7)",0,"yoritaoshi",12425,"M13e","Yago","1-0 (9-6)",1
"2019.01",1,12425,"M13e","Yago","1-0 (9-6)",1,"yoritaoshi",11946,"M12w","Meisei","0-1 (8-7)",0
"2019.01",1,6491,"M11w","Ikioi","1-0 (9-6)",1,"oshidashi",11845,"M12e","Kagayaki","0-1 (6-9)",0
"2019.01",1,11845,"M12e","Kagayaki","0-1 (6-9)",0,"oshidashi",6491,"M11w","Ikioi","1-0 (9-6)",1
"2019.01",1,2879,"M11e","Sadanoumi","1-0 (9-6)",1,"oshidashi",12094,"M10w","Abi","0-1 (10-5)",0
"2019.01",1,12094,"M10w","Abi","0-1 (10-5)",0,"oshidashi",2879,"M11e","Sadanoumi","1-0 (9-6)",1
"2019.01",1,11728,"M10e","Takarafuji","0-1 (9-6)",0,"tsukiotoshi",12055,"M9w","Endo","1-0 (10-5)",1
"2019.01",1,12055,"M9w","Endo","1-0 (10-5)",1,"tsukiotoshi",11728,"M10e","Takarafuji","0-1 (9-6)",0
"2019.01",1,6753,"M8e","Kaisei","1-0 (10-5)",1,"yorikiri",12291,"M8w","Asanoyama","0-1 (8-7)",0
"2019.01",1,12291,"M8w","Asanoyama","0-1 (8-7)",0,"yorikiri",6753,"M8e","Kaisei","1-0 (10-5)",1
"2019.01",1,6594,"M7e","Ryuden","0-1 (6-9)",0,"tsukidashi",11985,"M7w","Daieisho","1-0 (9-6)",1
"2019.01",1,11985,"M7w","Daieisho","1-0 (9-6)",1,"tsukidashi",6594,"M7e","Ryuden","0-1 (6-9)",0
"2019.01",1,11934,"M6e","Chiyotairyu","0-1 (8-7)",0,"oshidashi",12043,"M6w","Onosho","1-0 (8-7)",1
"2019.01",1,12043,"M6w","Onosho","1-0 (8-7)",1,"oshidashi",11934,"M6e","Chiyotairyu","0-1 (8-7)",0
"2019.01",1,5967,"M5w","Yoshikaze","0-1 (3-12)",0,"oshidashi",11786,"M5e","Aoiyama","1-0 (7-8)",1
"2019.01",1,11786,"M5e","Aoiyama","1-0 (7-8)",1,"oshidashi",5967,"M5w","Yoshikaze","0-1 (3-12)",0
"2019.01",1,1226,"M4e","Kotoshogiku","1-0 (6-9)",1,"yorikiri",6463,"M4w","Okinoumi","0-1 (7-8)",0
"2019.01",1,6463,"M4w","Okinoumi","0-1 (7-8)",0,"yorikiri",1226,"M4e","Kotoshogiku","1-0 (6-9)",1
"2019.01",1,5944,"S1w","Tamawashi","1-0 (13-2)",1,"tsukiotoshi",6614,"M3w","Shohozan","0-1 (5-10)",0
"2019.01",1,6614,"M3w","Shohozan","0-1 (5-10)",0,"tsukiotoshi",5944,"S1w","Tamawashi","1-0 (13-2)",1
"2019.01",1,12130,"M3e","Shodai","0-1 (7-8)",0,"tsukidashi",12191,"S1e","Takakeisho","1-0 (11-4)",1
"2019.01",1,12191,"S1e","Takakeisho","1-0 (11-4)",1,"tsukidashi",12130,"M3e","Shodai","0-1 (7-8)",0
"2019.01",1,6599,"O2w","Tochinoshin","0-1 (0-5-10)",0,"oshidashi",12239,"M2w","Hokutofuji","1-0 (9-6)",1
"2019.01",1,12239,"M2w","Hokutofuji","1-0 (9-6)",1,"oshidashi",6599,"O2w","Tochinoshin","0-1 (0-5-10)",0
"2019.01",1,6468,"O1w","Goeido","0-1 (9-6)",0,"uwatenage",6596,"M2e","Nishikigi","1-0 (7-8)",1
"2019.01",1,6596,"M2e","Nishikigi","1-0 (7-8)",1,"uwatenage",6468,"O1w","Goeido","0-1 (9-6)",0
"2019.01",1,6480,"O1e","Takayasu","0-1 (9-6)",0,"tsukidashi",12107,"M1w","Ichinojo","1-0 (6-9)",1
"2019.01",1,12107,"M1w","Ichinojo","1-0 (6-9)",1,"tsukidashi",6480,"O1e","Takayasu","0-1 (9-6)",0
"2019.01",1,1219,"Y2e","Kakuryu","1-0 (2-4-9)",1,"tsukidashi",6473,"M1e","Tochiozan","0-1 (6-9)",0
"2019.01",1,6473,"M1e","Tochiozan","0-1 (6-9)",0,"tsukidashi",1219,"Y2e","Kakuryu","1-0 (2-4-9)",1
"2019.01",1,1123,"Y1w","Hakuho","1-0 (10-4-1)",1,"hatakikomi",11784,"K1e","Myogiryu","0-1 (5-10)",0
"2019.01",1,11784,"K1e","Myogiryu","0-1 (5-10)",0,"hatakikomi",1123,"Y1w","Hakuho","1-0 (10-4-1)",1
"2019.01",1,1235,"Y1e","Kisenosato","0-1 (0-4)",0,"oshidashi",12210,"K1w","Mitakeumi","1-0 (8-4-3)",1
"2019.01",1,12210,"K1w","Mitakeumi","1-0 (8-4-3)",1,"oshidashi",1235,"Y1e","Kisenosato","0-1 (0-4)",0
"2019.01",2,11972,"Ms1e","Daiseido","0-2 (4-3)",0,"hikiotoshi",12255,"J14w","Chiyonoumi","2-0 (8-5-2)",1
"2019.01",2,12255,"J14w","Chiyonoumi","2-0 (8-5-2)",1,"hikiotoshi",11972,"Ms1e","Daiseido","0-2 (4-3)",0
"2019.01",2,4980,"J12w","Sokokurai","1-1 (8-7)",1,"hatakikomi",6572,"J14e","Gagamaru","1-1 (8-7)",0
"2019.01",2,6572,"J14e","Gagamaru","1-1 (8-7)",0,"hatakikomi",4980,"J12w","Sokokurai","1-1 (8-7)",1
"2019.01",2,7239,"J13e","Kyokushuho","1-1 (9-6)",0,"oshidashi",12024,"J11e","Shimanoumi","2-0 (13-2)",1
"2019.01",2,12024,"J11e","Shimanoumi","2-0 (13-2)",1,"oshidashi",7239,"J13e","Kyokushuho","1-1 (9-6)",0
"2019.01",2,11971,"J13w","Jokoryu","1-1 (5-9-1)",1,"shitatenage",12113,"J11w","Tsurugisho","1-1 (8-7)",0
"2019.01",2,12113,"J11w","Tsurugisho","1-1 (8-7)",0,"shitatenage",11971,"J13w","Jokoryu","1-1 (5-9-1)",1
"2019.01",2,1284,"J12e","Takekaze","0-2 (1-9)",0,"hatakikomi",12203,"J10w","Tobizaru","1-1 (7-8)",1
"2019.01",2,12203,"J10w","Tobizaru","1-1 (7-8)",1,"hatakikomi",1284,"J12e","Takekaze","0-2 (1-9)",0
"2019.01",2,2832,"J10e","Arawashi","1-1 (6-9)",1,"yorikiri",8899,"J9e","Kyokutaisei","1-1 (7-8)",0
"2019.01",2,8899,"J9e","Kyokutaisei","1-1 (7-8)",0,"yorikiri",2832,"J10e","Arawashi","1-1 (6-9)",1
"2019.01",2,12026,"J8w","Hidenoumi","1-1 (6-9)",1,"oshidashi",12406,"J9w","Mitoryu","1-1 (6-9)",0
"2019.01",2,12406,"J9w","Mitoryu","1-1 (6-9)",0,"oshidashi",12026,"J8w","Hidenoumi","1-1 (6-9)",1
"2019.01",2,11723,"J7e","Azumaryu","1-1 (7-8)",1,"uwatenage",12412,"J8e","Enho","1-1 (9-6)",0
"2019.01",2,12412,"J8e","Enho","1-1 (9-6)",0,"uwatenage",11723,"J7e","Azumaryu","1-1 (7-8)",1
"2019.01",2,7240,"J6w","Chiyomaru","2-0 (10-5)",1,"tsukiotoshi",8900,"J7w","Akiseyama","0-2 (6-9)",0
"2019.01",2,8900,"J7w","Akiseyama","0-2 (6-9)",0,"tsukiotoshi",7240,"J6w","Chiyomaru","2-0 (10-5)",1
"2019.01",2,11943,"J6e","Hakuyozan","1-1 (8-7)",0,"yorikiri",12370,"J5e","Wakatakakage","1-1 (7-8)",1
"2019.01",2,12370,"J5e","Wakatakakage","1-1 (7-8)",1,"yorikiri",11943,"J6e","Hakuyozan","1-1 (8-7)",0
"2019.01",2,1227,"J5w","Toyonoshima","1-1 (10-5)",1,"yorikiri",11726,"J4w","Tokushoryu","1-1 (7-8)",0
"2019.01",2,11726,"J4w","Tokushoryu","1-1 (7-8)",0,"yorikiri",1227,"J5w","Toyonoshima","1-1 (10-5)",1
"2019.01",2,89,"J3e","Aminishiki","1-1 (3-12)",1,"hikiotoshi",12427,"J4e","Tomokaze","1-1 (10-5)",0
"2019.01",2,12427,"J4e","Tomokaze","1-1 (10-5)",0,"hikiotoshi",89,"J3e","Aminishiki","1-1 (3-12)",1
"2019.01",2,11868,"J1e","Terutsuyoshi","1-1 (8-7)",0,"okuridashi",12051,"J3w","Ishiura","1-1 (9-6)",1
"2019.01",2,12051,"J3w","Ishiura","1-1 (9-6)",1,"okuridashi",11868,"J1e","Terutsuyoshi","1-1 (8-7)",0
"2019.01",2,11855,"J2w","Takanosho","1-1 (2-4-9)",0,"kotenage",12040,"J1w","Daishoho","1-1 (8-7)",1
"2019.01",2,12040,"J1w","Daishoho","1-1 (8-7)",1,"kotenage",11855,"J2w","Takanosho","1-1 (2-4-9)",0
"2019.01",2,12077,"J2e","Takagenji","1-1 (6-9)",0,"yorikiri",12273,"M16e","Daiamami","1-1 (4-11)",1
"2019.01",2,12273,"M16e","Daiamami","1-1 (4-11)",1,"yorikiri",12077,"J2e","Takagenji","1-1 (6-9)",0
"2019.01",2,6642,"M15e","Chiyonokuni","2-0 (8-3-4)",1,"tsukidashi",7153,"M15w","Kotoeko","1-1 (7-8)",0
"2019.01",2,7153,"M15w","Kotoeko","1-1 (7-8)",0,"tsukidashi",6642,"M15e","Chiyonokuni","2-0 (8-3-4)",1
"2019.01",2,11785,"M14w","Chiyoshoma","1-1 (6-9)",1,"okuridashi",12144,"M16w","Daishomaru","0-2 (3-12)",0
"2019.01",2,12144,"M16w","Daishomaru","0-2 (3-12)",0,"okuridashi",11785,"M14w","Chiyoshoma","1-1 (6-9)",1
"2019.01",2,12292,"M14e","Yutakayama","2-0 (6-9)",1,"oshidashi",12425,"M13e","Yago","1-1 (9-6)",0
"2019.01",2,12425,"M13e","Yago","1-1 (9-6)",0,"oshidashi",12292,"M14e","Yutakayama","2-0 (6-9)",1
"2019.01",2,9079,"M13w","Kotoyuki","1-1 (4-7-4)",1,"oshitaoshi",11946,"M12w","Meisei","0-2 (8-7)",0
"2019.01",2,11946,"M12w","Meisei","0-2 (8-7)",0,"oshitaoshi",9079,"M13w","Kotoyuki","1-1 (4-7-4)",1
"2019.01",2,2879,"M11e","Sadanoumi","1-1 (9-6)",0,"oshitaoshi",11845,"M12e","Kagayaki","1-1 (6-9)",1
"2019.01",2,11845,"M12e","Kagayaki","1-1 (6-9)",1,"oshitaoshi",2879,"M11e","Sadanoumi","1-1 (9-6)",0
"2019.01",2,6491,"M11w","Ikioi","1-1 (9-6)",0,"hikiotoshi",12094,"M10w","Abi","1-1 (10-5)",1
"2019.01",2,12094,"M10w","Abi","1-1 (10-5)",1,"hikiotoshi",6491,"M11w","Ikioi","1-1 (9-6)",0
"2019.01",2,6753,"M8e","Kaisei","2-0 (10-5)",1,"kotenage",11728,"M10e","Takarafuji","0-2 (9-6)",0
"2019.01",2,11728,"M10e","Takarafuji","0-2 (9-6)",0,"kotenage",6753,"M8e","Kaisei","2-0 (10-5)",1
"2019.01",2,12055,"M9w","Endo","2-0 (10-5)",1,"tsukidashi",12291,"M8w","Asanoyama","0-2 (8-7)",0
"2019.01",2,12291,"M8w","Asanoyama","0-2 (8-7)",0,"tsukidashi",12055,"M9w","Endo","2-0 (10-5)",1
"2019.01",2,6594,"M7e","Ryuden","1-1 (6-9)",1,"yorikiri",11934,"M6e","Chiyotairyu","0-2 (8-7)",0
"2019.01",2,11934,"M6e","Chiyotairyu","0-2 (8-7)",0,"yorikiri",6594,"M7e","Ryuden","1-1 (6-9)",1
"2019.01",2,11985,"M7w","Daieisho","1-1 (9-6)",0,"tsukiotoshi",12043,"M6w","Onosho","2-0 (8-7)",1
"2019.01",2,12043,"M6w","Onosho","2-0 (8-7)",1,"tsukiotoshi",11985,"M7w","Daieisho","1-1 (9-6)",0
"2019.01",2,1226,"M4e","Kotoshogiku","1-1 (6-9)",0,"hatakikomi",11786,"M5e","Aoiyama","2-0 (7-8)",1
"2019.01",2,11786,"M5e","Aoiyama","2-0 (7-8)",1,"hatakikomi",1226,"M4e","Kotoshogiku","1-1 (6-9)",0
"2019.01",2,5967,"M5w","Yoshikaze","0-2 (3-12)",0,"koshikudake",6463,"M4w","Okinoumi","1-1 (7-8)",1
"2019.01",2,6463,"M4w","Okinoumi","1-1 (7-8)",1,"koshikudake",5967,"M5w","Yoshikaze","0-2 (3-12)",0
"2019.01",2,6614,"M3w","Shohozan","0-2 (5-10)",0,"oshidashi",12191,"S1e","Takakeisho","2-0 (11-4)",1
"2019.01",2,12191,"S1e","Takakeisho","2-0 (11-4)",1,"oshidashi",6614,"M3w","Shohozan","0-2 (5-10)",0
"2019.01",2,5944,"S1w","Tamawashi","2-0 (13-2)",1,"oshidashi",12130,"M3e","Shodai","0-2 (7-8)",0
"2019.01",2,12130,"M3e","Shodai","0-2 (7-8)",0,"oshidashi",5944,"S1w","Tamawashi","2-0 (13-2)",1
"2019.01",2,6480,"O1e","Takayasu","1-1 (9-6)",1,"oshidashi",11784,"K1e","Myogiryu","0-2 (5-10)",0
"2019.01",2,11784,"K1e","Myogiryu","0-2 (5-10)",0,"oshidashi",6480,"O1e","Takayasu","1-1 (9-6)",1
"2019.01",2,6596,"M2e","Nishikigi","2-0 (7-8)",1,"uwatenage",6599,"O2w","Tochinoshin","0-2 (0-5-10)",0
"2019.01",2,6599,"O2w","Tochinoshin","0-2 (0-5-10)",0,"uwatenage",6596,"M2e","Nishikigi","2-0 (7-8)",1
"2019.01",2,6468,"O1w","Goeido","0-2 (9-6)",0,"oshidashi",12239,"M2w","Hokutofuji","2-0 (9-6)",1
"2019.01",2,12239,"M2w","Hokutofuji","2-0 (9-6)",1,"oshidashi",6468,"O1w","Goeido","0-2 (9-6)",0
"2019.01",2,1235,"Y1e","Kisenosato","0-2 (0-4)",0,"hatakikomi",12107,"M1w","Ichinojo","2-0 (6-9)",1
"2019.01",2,12107,"M1w","Ichinojo","2-0 (6-9)",1,"hatakikomi",1235,"Y1e","Kisenosato","0-2 (0-4)",0
"2019.01",2,1219,"Y2e","Kakuryu","1-1 (2-4-9)",0,"oshidashi",12210,"K1w","Mitakeumi","2-0 (8-4-3)",1
"2019.01",2,12210,"K1w","Mitakeumi","2-0 (8-4-3)",1,"oshidashi",1219,"Y2e","Kakuryu","1-1 (2-4-9)",0
"2019.01",2,1123,"Y1w","Hakuho","2-0 (10-4-1)",1,"tsukiotoshi",6473,"M1e","Tochiozan","0-2 (6-9)",0
"2019.01",2,6473,"M1e","Tochiozan","0-2 (6-9)",0,"tsukiotoshi",1123,"Y1w","Hakuho","2-0 (10-4-1)",1
"2019.01",3,6572,"J14e","Gagamaru","2-1 (8-7)",1,"hatakikomi",12255,"J14w","Chiyonoumi","2-1 (8-5-2)",0
"2019.01",3,12255,"J14w","Chiyonoumi","2-1 (8-5-2)",0,"hatakikomi",6572,"J14e","Gagamaru","2-1 (8-7)",1
"2019.01",3,11949,"Ms2e","Kotodaigo","1-1 (3-4)",0,"yorikiri",11971,"J13w","Jokoryu","2-1 (5-9-1)",1
"2019.01",3,11971,"J13w","Jokoryu","2-1 (5-9-1)",1,"yorikiri",11949,"Ms2e","Kotodaigo","1-1 (3-4)",0
"2019.01",3,1284,"J12e","Takekaze","0-3 (1-9)",0,"oshidashi",7239,"J13e","Kyokushuho","2-1 (9-6)",1
"2019.01",3,7239,"J13e","Kyokushuho","2-1 (9-6)",1,"oshidashi",1284,"J12e","Takekaze","0-3 (1-9)",0
"2019.01",3,4980,"J12w","Sokokurai","1-2 (8-7)",0,"yorikiri",12113,"J11w","Tsurugisho","2-1 (8-7)",1
"2019.01",3,12113,"J11w","Tsurugisho","2-1 (8-7)",1,"yorikiri",4980,"J12w","Sokokurai","1-2 (8-7)",0
"2019.01",3,2832,"J10e","Arawashi","1-2 (6-9)",0,"hatakikomi",12024,"J11e","Shimanoumi","3-0 (13-2)",1
"2019.01",3,12024,"J11e","Shimanoumi","3-0 (13-2)",1,"hatakikomi",2832,"J10e","Arawashi","1-2 (6-9)",0
"2019.01",3,12203,"J10w","Tobizaru","2-1 (7-8)",1,"hikiotoshi",12406,"J9w","Mitoryu","1-2 (6-9)",0
"2019.01",3,12406,"J9w","Mitoryu","1-2 (6-9)",0,"hikiotoshi",12203,"J10w","Tobizaru","2-1 (7-8)",1
"2019.01",3,12026,"J8w","Hidenoumi","2-1 (6-9)",1,"kotenage",12412,"J8e","Enho","1-2 (9-6)",0
"2019.01",3,12412,"J8e","Enho","1-2 (9-6)",0,"kotenage",12026,"J8w","Hidenoumi","2-1 (6-9)",1
"2019.01",3,8899,"J9e","Kyokutaisei","1-2 (7-8)",0,"okuridashi",8900,"J7w","Akiseyama","1-2 (6-9)",1
"2019.01",3,8900,"J7w","Akiseyama","1-2 (6-9)",1,"okuridashi",8899,"J9e","Kyokutaisei","1-2 (7-8)",0
"2019.01",3,11723,"J7e","Azumaryu","1-2 (7-8)",0,"oshidashi",11943,"J6e","Hakuyozan","2-1 (8-7)",1
"2019.01",3,11943,"J6e","Hakuyozan","2-1 (8-7)",1,"oshidashi",11723,"J7e","Azumaryu","1-2 (7-8)",0
"2019.01",3,1227,"J5w","Toyonoshima","1-2 (10-5)",0,"hikiotoshi",7240,"J6w","Chiyomaru","3-0 (10-5)",1
"2019.01",3,7240,"J6w","Chiyomaru","3-0 (10-5)",1,"hikiotoshi",1227,"J5w","Toyonoshima","1-2 (10-5)",0
"2019.01",3,12370,"J5e","Wakatakakage","1-2 (7-8)",0,"uwatenage",12427,"J4e","Tomokaze","2-1 (10-5)",1
"2019.01",3,12427,"J4e","Tomokaze","2-1 (10-5)",1,"uwatenage",12370,"J5e","Wakatakakage","1-2 (7-8)",0
"2019.01",3,89,"J3e","Aminishiki","1-2 (3-12)",0,"oshidashi",11726,"J4w","Tokushoryu","2-1 (7-8)",1
"2019.01",3,11726,"J4w","Tokushoryu","2-1 (7-8)",1,"oshidashi",89,"J3e","Aminishiki","1-2 (3-12)",0
"2019.01",3,11855,"J2w","Takanosho","1-2 (2-4-9)",0,"fusen",12051,"J3w","Ishiura","2-1 (9-6)",1
"2019.01",3,12051,"J3w","Ishiura","2-1 (9-6)",1,"fusen",11855,"J2w","Takanosho","1-2 (2-4-9)",0
"2019.01",3,11868,"J1e","Terutsuyoshi","2-1 (8-7)",1,"oshidashi",12077,"J2e","Takagenji","1-2 (6-9)",0
"2019.01",3,12077,"J2e","Takagenji","1-2 (6-9)",0,"oshidashi",11868,"J1e","Terutsuyoshi","2-1 (8-7)",1
"2019.01",3,7153,"M15w","Kotoeko","2-1 (7-8)",1,"okuridashi",12040,"J1w","Daishoho","1-2 (8-7)",0
"2019.01",3,12040,"J1w","Daishoho","1-2 (8-7)",0,"okuridashi",7153,"M15w","Kotoeko","2-1 (7-8)",1
"2019.01",3,6642,"M15e","Chiyonokuni","3-0 (8-3-4)",1,"oshidashi",12144,"M16w","Daishomaru","0-3 (3-12)",0
"2019.01",3,12144,"M16w","Daishomaru","0-3 (3-12)",0,"oshidashi",6642,"M15e","Chiyonokuni","3-0 (8-3-4)",1
"2019.01",3,11785,"M14w","Chiyoshoma","2-1 (6-9)",1,"uwatenage",12273,"M16e","Daiamami","1-2 (4-11)",0
"2019.01",3,12273,"M16e","Daiamami","1-2 (4-11)",0,"uwatenage",11785,"M14w","Chiyoshoma","2-1 (6-9)",1
"2019.01",3,9079,"M13w","Kotoyuki","1-2 (4-7-4)",0,"okuridashi",12425,"M13e","Yago","2-1 (9-6)",1
"2019.01",3,12425,"M13e","Yago","2-1 (9-6)",1,"okuridashi",9079,"M13w","Kotoyuki","1-2 (4-7-4)",0
"2019.01",3,11946,"M12w","Meisei","1-2 (8-7)",1,"yorikiri",12292,"M14e","Yutakayama","2-1 (6-9)",0
"2019.01",3,12292,"M14e","Yutakayama","2-1 (6-9)",0,"yorikiri",11946,"M12w","Meisei","1-2 (8-7)",1
"2019.01",3,2879,"M11e","Sadanoumi","2-1 (9-6)",1,"yorikiri",6491,"M11w","Ikioi","1-2 (9-6)",0
"2019.01",3,6491,"M11w","Ikioi","1-2 (9-6)",0,"yorikiri",2879,"M11e","Sadanoumi","2-1 (9-6)",1
"2019.01",3,11845,"M12e","Kagayaki","1-2 (6-9)",0,"hatakikomi",12094,"M10w","Abi","2-1 (10-5)",1
"2019.01",3,12094,"M10w","Abi","2-1 (10-5)",1,"hatakikomi",11845,"M12e","Kagayaki","1-2 (6-9)",0
"2019.01",3,11728,"M10e","Takarafuji","1-2 (9-6)",1,"tsukiotoshi",12291,"M8w","Asanoyama","0-3 (8-7)",0
"2019.01",3,12291,"M8w","Asanoyama","0-3 (8-7)",0,"tsukiotoshi",11728,"M10e","Takarafuji","1-2 (9-6)",1
"2019.01",3,6753,"M8e","Kaisei","3-0 (10-5)",1,"uwatenage",12055,"M9w","Endo","2-1 (10-5)",0
"2019.01",3,12055,"M9w","Endo","2-1 (10-5)",0,"uwatenage",6753,"M8e","Kaisei","3-0 (10-5)",1
"2019.01",3,6594,"M7e","Ryuden","1-2 (6-9)",0,"yorikiri",12043,"M6w","Onosho","3-0 (8-7)",1
"2019.01",3,12043,"M6w","Onosho","3-0 (8-7)",1,"yorikiri",6594,"M7e","Ryuden","1-2 (6-9)",0
"2019.01",3,11934,"M6e","Chiyotairyu","1-2 (8-7)",1,"oshidashi",11985,"M7w","Daieisho","1-2 (9-6)",0
"2019.01",3,11985,"M7w","Daieisho","1-2 (9-6)",0,"oshidashi",11934,"M6e","Chiyotairyu","1-2 (8-7)",1
"2019.01",3,6463,"M4w","Okinoumi","1-2 (7-8)",0,"oshidashi",11786,"M5e","Aoiyama","3-0 (7-8)",1
"2019.01",3,11786,"M5e","Aoiyama","3-0 (7-8)",1,"oshidashi",6463,"M4w","Okinoumi","1-2 (7-8)",0
"2019.01",3,1226,"M4e","Kotoshogiku","2-1 (6-9)",1,"yorikiri",5967,"M5w","Yoshikaze","0-3 (3-12)",0
"2019.01",3,5967,"M5w","Yoshikaze","0-3 (3-12)",0,"yorikiri",1226,"M4e","Kotoshogiku","2-1 (6-9)",1
"2019.01",3,6614,"M3w","Shohozan","0-3 (5-10)",0,"oshitaoshi",12130,"M3e","Shodai","1-2 (7-8)",1
"2019.01",3,12130,"M3e","Shodai","1-2 (7-8)",1,"oshitaoshi",6614,"M3w","Shohozan","0-3 (5-10)",0
"2019.01",3,5944,"S1w","Tamawashi","2-1 (13-2)",0,"oshidashi",12191,"S1e","Takakeisho","3-0 (11-4)",1
"2019.01",3,12191,"S1e","Takakeisho","3-0 (11-4)",1,"oshidashi",5944,"S1w","Tamawashi","2-1 (13-2)",0
